# Time-averaged data for fix 4
# TimeStep c_msdData1[1] c_msdData1[2] c_msdData1[3] c_msdData1[4]
9376000 113.064 86.6431 4.24818 203.956
9384000 119.698 91.8064 4.33502 215.84
9392000 113.483 86.6933 4.18389 204.36
9400000 116.168 85.4932 4.04482 205.706
9408000 115.958 87.1627 4.54699 207.667
9416000 115.413 90.362 4.12631 209.901
9424000 113.846 89.0139 5.20101 208.061
9432000 112.18 85.3364 4.50532 202.021
9440000 112.238 85.351 4.02427 201.613
9448000 115.51 85.367 4.36361 205.24
9456000 116.831 88.9591 4.11625 209.906
9464000 115.795 85.6058 3.09384 204.495
9472000 116.058 86.1353 4.27382 206.467
9480000 118.038 85.2262 3.9524 207.216
9488000 109.044 86.4025 4.65493 200.101
9496000 109.008 87.4864 5.31535 201.81
9504000 120.575 90.2458 5.09727 215.918
9512000 115.894 89.4221 4.16996 209.486
9520000 115.235 89.4214 3.88095 208.537
9528000 109.283 87.8288 4.96845 202.08
9536000 120.169 86.0978 4.04428 210.311
9544000 115.581 85.4013 4.95698 205.939
9552000 114.373 86.1311 4.3455 204.849
9560000 117.297 86.9944 4.5847 208.876
9568000 114.662 90.0434 4.66424 209.369
9576000 110.768 84.1068 4.82832 199.703
9584000 110.383 89.4945 4.67647 204.554
9592000 116.494 88.8821 4.64769 210.024
9600000 110.492 84.0014 4.5201 199.013
9608000 114.401 88.4301 3.44592 206.277
9616000 112.283 87.8649 4.13646 204.284
9624000 116.86 87.2768 4.98284 209.12
9632000 117.251 86.7511 4.60981 208.612
9640000 113.941 88.5123 3.68862 206.142
9648000 117.38 85.4191 3.88264 206.681
9656000 122.937 88.1006 4.44951 215.487
9664000 114.818 87.0934 3.93267 205.844
9672000 112.214 90.737 3.89697 206.848
9680000 114.396 87.5699 5.06534 207.031
9688000 119.169 86.1439 4.97542 210.288
9696000 117.906 88.613 3.55667 210.075
9704000 116.67 86.2519 4.95413 207.876
9712000 113.844 82.0188 4.77721 200.64
9720000 116.581 88.1284 4.62342 209.333
9728000 116.606 88.3396 4.97528 209.921
9736000 116.915 86.8847 5.41381 209.213
9744000 119.064 83.8846 3.56165 206.51
9752000 116.97 84.8563 4.39018 206.216
9760000 109.729 87.1804 3.43615 200.346
9768000 114.282 88.5245 3.70935 206.516
9776000 119.484 88.475 4.41728 212.376
9784000 116.909 86.8399 4.44044 208.189
9792000 117.274 87.9514 4.73349 209.959
9800000 116.922 86.3838 4.65145 207.958
9808000 116.147 88.2265 3.557 207.93
9816000 114.666 87.6558 5.19303 207.515
9824000 112.045 89.7536 3.66737 205.466
9832000 112.822 86.0784 4.02668 202.927
9840000 118.833 89.7992 4.16014 212.793
9848000 112.916 83.4685 5.60593 201.99
9856000 111.128 89.736 5.16797 206.032
9864000 109.695 86.738 4.09924 200.532
9872000 114.719 89.4424 5.28042 209.442
9880000 114.428 86.9049 5.12275 206.455
9888000 114.952 86.5029 3.60071 205.056
9896000 110.241 86.1502 4.26388 200.655
9904000 121.899 89.195 4.54443 215.638
9912000 123.774 93.0101 3.30818 220.092
9920000 114.35 87.8705 4.55567 206.776
9928000 120.344 86.9827 3.32784 210.654
9936000 114.88 92.5347 4.10163 211.517
9944000 109.849 85.3487 4.11156 199.31
9952000 115.273 86.1415 4.67372 206.088
9960000 113.401 85.9521 5.40093 204.754
9968000 116.136 87.7413 3.77584 207.653
9976000 124.02 83.2742 2.99906 210.294
9984000 113.564 87.9648 4.39543 205.924
9992000 117.395 88.821 4.22564 210.442
10000000 113.351 89.0221 4.51658 206.89
10008000 112.043 88.7875 4.1696 205
10016000 113.58 88.2445 3.58483 205.409
10024000 113.987 85.15 3.9405 203.077
10032000 112.713 88.4774 4.5257 205.716
10040000 122.046 89.2335 3.64724 214.927
10048000 111.634 89.5501 5.1733 206.357
10056000 116.434 86.2752 4.15073 206.86
10064000 112.912 90.1515 4.26191 207.326
10072000 116.755 91.4526 4.46877 212.677
10080000 115.64 85.7011 4.29413 205.636
10088000 108.825 90.2674 3.99629 203.088
10096000 121.191 88.4142 3.28176 212.887
10104000 113.22 89.1861 4.56948 206.976
10112000 116.558 85.032 4.51014 206.101
10120000 114.939 87.233 5.07121 207.243
10128000 119.553 85.3247 4.21734 209.095
10136000 123.125 85.7195 5.19988 214.044
10144000 118.247 87.0875 3.98389 209.318
10152000 122.378 88.8123 4.54944 215.74
10160000 112.439 84.1166 5.57791 202.133
10168000 117.15 84.8147 4.93994 206.904
10176000 115.427 88.1014 4.81422 208.342
10184000 110.722 86.623 4.94728 202.292
10192000 108.459 86.1489 3.6867 198.295
10200000 114.51 91.1179 4.70829 210.336
10208000 114.267 86.6002 4.44351 205.311
10216000 111.11 85.8247 4.58316 201.518
10224000 116.941 85.4583 3.74432 206.144
10232000 114.899 84.9706 4.02495 203.895
10240000 117.004 88.9729 4.58859 210.565
10248000 119.522 85.3853 3.94613 208.853
10256000 110.921 84.5944 4.62283 200.139
10264000 107.26 86.1216 4.38869 197.77
10272000 117.732 85.6002 4.14727 207.479
10280000 112.576 87.1791 5.53899 205.294
10288000 114.56 87.8662 4.03418 206.461
10296000 110.931 84.7756 4.4366 200.143
10304000 114.755 88.5751 4.11467 207.445
10312000 120.269 83.2638 4.7582 208.291
10320000 114.249 89.1254 4.98472 208.359
10328000 112.624 88.7709 3.68897 205.084
10336000 116.436 87.4366 5.56824 209.441
10344000 120.618 86.8612 3.55868 211.038
10352000 123.111 88.2881 4.25279 215.652
10360000 115.083 88.3406 4.37621 207.8
10368000 114.456 86.2901 4.61739 205.364
10376000 116.319 84.9605 4.14167 205.421
10384000 120.908 89.4727 4.78232 215.163
10392000 84.4403 58.9167 4.71004 148.067
10400000 84.4636 54.4912 4.62296 143.578
10408000 81.6029 58.7021 3.62706 143.932
10416000 77.1744 55.9967 4.92728 138.098
10424000 77.1184 56.519 4.03004 137.667
10432000 79.2916 58.727 4.94257 142.961
10440000 76.4399 55.6036 4.07674 136.12
10448000 85.9638 52.9427 4.31098 143.217
10456000 80.9793 60.3412 4.1279 145.448
10464000 78.5337 55.5162 4.33708 138.387
10472000 78.4102 59.0403 4.24768 141.698
10480000 74.6245 57.3624 3.46409 135.451
10488000 76.3753 54.8423 4.22391 135.441
10496000 52.1393 51.8641 0.107395 104.111
10504000 52.4335 52.1992 0.0220096 104.655
10512000 51.1748 54.7772 0.00596988 105.958
10520000 45.9806 52.5775 4.22715e-05 98.5581
10528000 52.3988 51.8241 1.65142e-06 104.223
10536000 51.3183 50.5789 0.0719451 101.969
10544000 51.2791 50.4052 0.00111713 101.685
10552000 51.6724 54.5904 0.00341847 106.266
10560000 48.6622 53.5347 0.00231629 102.199
10568000 52.7546 54.2651 6.94757e-06 107.02
10576000 47.9732 53.7369 0.000194456 101.71
10584000 10.9763 51.7449 0.234125 62.9553
10592000 9.09628 48.2799 0.0691135 57.4453
10600000 13.2497 53.4363 0.0497988 66.7358
10608000 9.59913 47.868 0.0293269 57.4965
10616000 9.34506 49.9827 0.182815 59.5106
10624000 11.5807 51.6243 0.0196446 63.2246
10632000 10.7999 49.4693 0.067601 60.3368
10640000 8.56354 52.4532 0.186069 61.2028
10648000 25.7649 78.034 0.065367 103.864
10656000 25.3267 76.4356 0.104814 101.867
10664000 25.2124 78.7357 0.187614 104.136
10672000 26.6546 78.4391 0.0426728 105.136
10680000 23.4348 80.2668 0.0351541 103.737
10688000 23.7974 78.8995 0.0348698 102.732
10696000 24.9652 80.1942 0.0829883 105.242
10704000 26.7178 76.4661 0.0890263 103.273
10712000 26.04 78.161 0.125404 104.326
10720000 26.4586 79.5257 0.0884855 106.073
10728000 26.8579 78.5425 0.10909 105.509
10736000 26.8006 80.6515 0.00186983 107.454
10744000 24.6497 75.8949 0.0192149 100.564
10752000 28.1529 78.4723 0.0588379 106.684
10760000 23.7035 79.2497 0.164272 103.117
10768000 24.1914 73.9777 0.13255 98.3016
10776000 23.8238 78.6694 0.192867 102.686
10784000 24.6763 81.5897 0.18575 106.452
10792000 24.1538 78.3682 0.0893449 102.611
10800000 27.8469 76.259 0.0287086 104.135
10808000 25.56 76.6408 0.0481827 102.249
10816000 27.0018 81.825 0.0625645 108.889
10824000 25.0555 77.2311 0.0955896 102.382
10832000 24.651 77.5399 0.134808 102.326
10840000 29.9355 79.5221 0.43482 109.892
10848000 22.3211 79.5083 0.0217971 101.851
10856000 23.1098 78.8555 0.147074 102.112
10864000 27.4166 79.5026 0.0546494 106.974
10872000 23.6453 77.3629 0.226299 101.235
10880000 26.5712 76.1567 0.115975 102.844
10888000 25.6726 77.5043 0.0424604 103.219
10896000 26.3005 75.8259 0.124524 102.251
10904000 25.8193 77.6649 0.0589627 103.543
10912000 26.6446 78.573 0.0539288 105.271
10920000 27.1121 75.7084 0.110673 102.931
10928000 25.6108 75.9216 0.0187091 101.551
10936000 22.7055 76.9664 0.11145 99.7833
10944000 25.4523 81.1534 0.276931 106.883
10952000 24.3114 80.6287 0.0340181 104.974
10960000 27.5958 84.0124 0.147252 111.755
10968000 25.532 80.4185 0.166032 106.117
10976000 24.6641 76.0411 0.138913 100.844
10984000 26.9241 76.8833 0.0356956 103.843
10992000 27.1727 81.2563 0.0157022 108.445
11000000 25.52 79.1155 0.0309342 104.666
11008000 25.3665 77.8424 0.0586249 103.268
11016000 26.7481 78.8436 0.0435063 105.635
11024000 27.3106 84.0045 0.011567 111.327
11032000 27.0124 77.0473 0.0198607 104.08
11040000 25.8177 76.7677 0.165281 102.751
11048000 25.251 74.5628 0.130927 99.9447
11056000 24.2335 77.2734 0.0709362 101.578
11064000 24.8679 76.3017 0.0791929 101.249
11072000 24.9997 75.2024 0.0913888 100.293
11080000 23.6661 79.5114 0.261813 103.439
11088000 24.3329 78.6759 0.058524 103.067
11096000 26.0991 80.5571 0.00968936 106.666
11104000 24.3876 77.6326 0.10931 102.13
11112000 27.8428 80.816 0.0784395 108.737
11120000 23.8727 76.4694 0.0773003 100.419
11128000 27.5765 76.3884 0.2381 104.203
11136000 27.0084 80.3127 0.16426 107.485
11144000 27.3069 78.0531 0.244584 105.605
11152000 24.2201 76.8739 0.0908518 101.185
11160000 28.8697 79.9362 0.116361 108.922
11168000 26.7936 81.7726 0.0954369 108.662
11176000 22.7466 77.1376 0.0322902 99.9165
11184000 26.9222 79.6646 0.114911 106.702
11192000 24.7857 80.4476 0.00220678 105.236
11200000 26.9268 78.0623 0.0213308 105.01
11208000 25.8554 78.3857 0.00458347 104.246
11216000 25.9301 79.1248 0.324908 105.38
11224000 26.1013 81.2292 4.43904e-05 107.331
11232000 24.6008 78.0067 0.135121 102.743
11240000 24.1753 81.9105 0.0112918 106.097
11248000 26.2776 74.2714 0.0589684 100.608
11256000 26.0591 77.9651 0.00110681 104.025
11264000 26.0381 79.5068 0.126828 105.672
11272000 25.8685 78.4657 0.0345448 104.369
11280000 23.8804 78.524 0.0150138 102.419
11288000 25.0262 78.8486 0.170205 104.045
11296000 23.301 78.2316 0.0287945 101.561
11304000 24.4941 78.1318 0.122888 102.749
11312000 23.6624 80.073 0.114608 103.85
11320000 22.8675 77.9986 0.0691448 100.935
11328000 28.6071 82.6511 0.0922545 111.35
11336000 26.6462 79.6058 0.0434681 106.295
11344000 25.294 74.5853 0.0224168 99.9017
11352000 24.9507 80.5923 0.110971 105.654
11360000 24.4327 80.0425 0.22316 104.698
11368000 25.8576 78.7001 0.193836 104.752
11376000 24.7727 75.5845 0.0977671 100.455
11384000 28.7412 77.7066 0.15767 106.606
11392000 28.1843 77.6007 0.214461 105.999
11400000 26.5245 80.4574 0.0597632 107.042
11408000 24.8643 79.1873 0.025459 104.077
11416000 26.8386 75.7384 0.0212574 102.598
11424000 24.0848 81.7473 0.0170692 105.849
11432000 24.9845 81.5544 0.0634262 106.602
11440000 23.4741 80.579 0.0883681 104.141
11448000 23.7114 76.3183 0.000276366 100.03
11456000 24.3017 78.7382 0.108433 103.148
11464000 26.0563 79.5682 0.0516341 105.676
11472000 26.2221 77.7342 0.0837334 104.04
11480000 25.3985 81.3263 0.0058819 106.731
11488000 28.5081 79.8784 0.0205589 108.407
11496000 24.1429 85.2528 0.330502 109.726
11504000 23.7569 75.9905 0.44419 100.192
11512000 24.4073 78.4609 0.0184182 102.887
11520000 28.94 76.8085 0.0415859 105.79
11528000 24.1935 79.5076 0.171133 103.872
11536000 26.7643 74.917 0.0342247 101.716
11544000 24.4703 77.6098 0.0594473 102.14
11552000 25.5469 78.5525 0.0879478 104.187
11560000 27.6304 82.3183 0.0594803 110.008
11568000 23.8519 77.5185 0.0853524 101.456
11576000 26.3522 80.4507 0.179846 106.983
11584000 26.8123 79.9136 0.172281 106.898
11592000 25.6841 80.4481 0.300932 106.433
11600000 25.1683 80.9012 0.0186796 106.088
11608000 24.2131 81.4402 0.0363036 105.69
11616000 27.6596 74.5108 0.170406 102.341
11624000 24.6471 78.5666 0.166687 103.38
11632000 23.6814 79.5342 0.0287545 103.244
11640000 24.321 76.5734 0.110246 101.005
11648000 25.4252 77.1749 0.0884131 102.689
11656000 26.7618 81.9919 0.0511382 108.805
11664000 28.1491 79.127 0.15028 107.426
11672000 26.371 76.713 0.139758 103.224
11680000 22.4635 76.3309 0.167899 98.9624
11688000 26.5326 74.1295 0.198069 100.86
11696000 25.3761 71.7528 0.0591626 97.188
11704000 24.2893 80.8454 0.0196438 105.154
11712000 25.3881 76.956 0.0430317 102.387
11720000 25.5127 78.0651 0.262406 103.84
11728000 25.6249 80.1516 0.0555719 105.832
11736000 24.8646 77.2112 0.00458983 102.08
11744000 25.3562 77.9767 0.02425 103.357
11752000 26.5935 77.4794 0.0204249 104.093
11760000 26.5793 81.504 0.0300571 108.113
11768000 22.4768 77.1045 0.0164797 99.5978
11776000 26.1477 77.6065 0.0732034 103.827
11784000 26.05 79.8272 0.0626072 105.94
11792000 24.6186 78.5948 0.0431848 103.257
11800000 24.3568 78.2306 0.0499145 102.637
11808000 26.2228 78.4608 0.084368 104.768
11816000 24.9362 78.2929 0.0386412 103.268
11824000 24.8979 77.8676 0.0248983 102.79
11832000 24.3074 80.1079 0.000783366 104.416
11840000 27.3961 75.7192 0.072319 103.188
11848000 26.6707 77.8489 0.246319 104.766
11856000 27.1798 78.8394 0.144824 106.164
11864000 26.0678 78.9884 0.0605888 105.117
11872000 26.6215 77.9264 0.112072 104.66
11880000 27.6534 76.1722 0.0848934 103.91
11888000 25.7823 78.2671 0.0142223 104.064
11896000 22.8841 76.4732 0.0986918 99.456
11904000 26.3928 79.2699 0.102545 105.765
11912000 25.8008 78.9271 0.0140551 104.742
11920000 24.7614 75.5044 0.0848648 100.351
11928000 25.8141 74.8533 0.0722153 100.74
11936000 27.2778 82.8129 0.0069157 110.098
11944000 25.3027 77.5255 0.145156 102.973
11952000 25.6045 76.1671 0.0612306 101.833
11960000 25.1619 78.1882 0.024892 103.375
11968000 28.1525 80.9242 0.0708047 109.148
11976000 26.3032 77.5135 0.0641092 103.881
11984000 24.7404 78.1924 0.123823 103.057
11992000 23.3818 79.6359 0.0695788 103.087
12000000 23.5952 78.3958 0.109277 102.1
12008000 27.1649 77.8163 2.44373e-05 104.981
12016000 24.5143 78.5573 0.23594 103.307
12024000 24.115 80.1816 0.0782553 104.375
12032000 27.6206 76.0348 0.0394809 103.695
12040000 27.783 73.9951 0.0304306 101.809
12048000 24.2085 74.3909 0.0383224 98.6378
12056000 30.585 83.3394 0.0013218 113.926
12064000 26.0313 78.1484 0.532961 104.713
12072000 25.8934 78.4102 0.126501 104.43
12080000 25.1956 77.6838 0.0333896 102.913
12088000 26.6278 79.3136 0.0713015 106.013
12096000 27.4331 78.7698 0.178227 106.381
12104000 25.6303 75.5362 0.0592566 101.226
12112000 27.5794 80.1127 0.0445891 107.737
12120000 23.9284 75.4682 0.0310524 99.4276
12128000 24.4341 78.6043 0.0493654 103.088
12136000 22.1988 79.0566 0.0384121 101.294
12144000 25.245 79.9706 0.0857871 105.301
12152000 51.2677 113.968 0.24203 165.477
12160000 46.9507 112.162 0.0351143 159.148
12168000 46.0282 117.115 0.0603474 163.204
12176000 47.6511 116.923 0.119044 164.693
12184000 48.6289 111.381 0.0875863 160.097
12192000 45.8945 109.182 0.0631261 155.14
12200000 46.9705 110.297 0.113586 157.381
12208000 47.0442 116.438 0.147448 163.63
12216000 48.1409 111.429 0.0425287 159.613
12224000 46.6998 105.718 0.190099 152.608
12232000 47.2099 111.499 0.131172 158.84
12240000 49.5583 116.073 0.00400655 165.636
12248000 51.1489 109.355 0.248115 160.752
12256000 46.7061 111.142 0.0235923 157.871
12264000 42.1464 109.691 0.0582529 151.895
12272000 42.523 108.763 0.0422548 151.328
12280000 45.8537 110.891 0.000778516 156.745
12288000 48.6969 112.325 0.0219418 161.044
12296000 45.9073 114.265 0.0284211 160.201
12304000 42.7608 114.417 0.147603 157.325
12312000 47.3433 112.676 0.129026 160.148
12320000 45.9835 110.369 0.244001 156.596
12328000 44.305 107.639 0.122019 152.066
12336000 47.1176 109.031 0.00139029 156.15
12344000 44.1843 112.949 0.225524 157.359
12352000 41.987 113.004 0.157927 155.149
12360000 46.3607 113.59 0.0351498 159.986
12368000 44.5213 112.872 0.0747682 157.468
12376000 42.9048 111.039 0.0772972 154.021
12384000 53.0199 110.702 0.196146 163.918
12392000 45.231 111.76 0.0911032 157.082
12400000 45.3514 115.539 0.12576 161.016
12408000 45.9569 115.088 0.0542164 161.099
12416000 46.7133 115.935 0.181673 162.83
12424000 45.2316 116.222 0.00631546 161.46
12432000 47.0641 113.627 0.0598004 160.751
12440000 46.0569 113.566 0.0587672 159.681
12448000 48.2278 112.537 0.000263097 160.765
12456000 50.4435 112.499 0.135188 163.078
12464000 46.2352 113.542 0.0677165 159.844
12472000 49.4481 111.015 0.164749 160.628
12480000 45.998 114.92 0.030777 160.949
12488000 47.1841 106.979 0.0412261 154.204
12496000 45.2981 111.709 0.0204161 157.027
12504000 49.986 109.063 0.121337 159.171
12512000 44.3199 113.259 0.168457 157.747
12520000 48.5779 116.995 0.229124 165.802
12528000 46.9927 113.623 0.0791055 160.695
12536000 47.2335 117.905 0.0128082 165.151
12544000 47.681 114.847 0.0267242 162.555
12552000 44.6001 111.859 0.312478 156.771
12560000 47.0082 107.155 0.149274 154.313
12568000 46.6326 113.253 0.0457514 159.931
12576000 45.6548 117.174 0.00028578 162.829
12584000 49.3319 113.89 0.00958792 163.232
12592000 44.3576 112.362 0.060555 156.78
12600000 45.9191 118.547 0.0750291 164.541
12608000 45.2886 114.494 0.185643 159.968
12616000 43.4359 115.045 0.0132681 158.495
12624000 46.16 113.063 0.39033 159.613
12632000 46.6215 110.649 0.168939 157.439
12640000 46.4452 110.262 0.0216622 156.729
12648000 47.63 112.329 0.039815 159.999
12656000 46.796 120.043 0.137152 166.976
12664000 50.2013 107.896 0.122541 158.22
12672000 45.677 114.385 0.0774418 160.139
12680000 45.4971 105.711 0.026715 151.235
12688000 48.6541 115.409 0.0707643 164.134
12696000 48.4657 110.907 0.142486 159.515
12704000 48.3655 110.56 0.0749244 159
12712000 44.0921 114.091 0.0835874 158.267
12720000 44.9982 110.113 0.0852829 155.197
12728000 47.468 114.916 2.92235e-05 162.384
12736000 46.9515 112.115 0.043716 159.11
12744000 48.4858 113.506 0.0282133 162.02
12752000 46.9552 113.353 0.104162 160.412
12760000 47.2821 112.094 0.0819693 159.458
12768000 48.2058 115.658 0.0219603 163.886
12776000 49.5965 115.73 0.134165 165.461
12784000 47.3905 113.421 0.0375381 160.849
12792000 24.6527 117.688 7.40262 149.743
12800000 25.4363 118.764 4.89593 149.096
12808000 24.5377 120.696 5.91954 151.153
12816000 22.9164 116.38 6.90976 146.206
12824000 23.6089 119.15 5.17524 147.934
12832000 27.5227 118.684 4.61454 150.821
12840000 26.0972 119.023 5.21543 150.336
12848000 24.5345 115.86 4.88366 145.279
12856000 25.1916 117.531 4.90678 147.63
12864000 25.2335 119.016 5.1789 149.429
12872000 29.4473 122.67 5.2528 157.37
12880000 27.3645 122.971 5.47205 155.807
12888000 26.135 124.525 5.58375 156.243
12896000 23.5062 116.704 4.62407 144.834
12904000 27.9385 122.622 5.68006 156.24
12912000 26.9686 125.456 5.43682 157.862
12920000 26.3428 119.132 5.02222 150.497
12928000 25.3967 113.613 5.22008 144.23
12936000 26.4637 117.456 5.17577 149.096
12944000 25.0538 122.055 5.88168 152.99
12952000 25.9546 117.434 5.28916 148.677
12960000 23.8268 119.657 5.22758 148.712
12968000 26.3504 119.402 5.4948 151.247
12976000 24.6711 120.86 5.81583 151.347
12984000 26.8657 114.058 5.80038 146.724
12992000 26.832 123.925 5.73639 156.493
13000000 23.9037 121.541 5.64759 151.092
13008000 24.7118 116.597 5.78205 147.091
13016000 25.7336 116.447 4.92982 147.111
13024000 26.7036 119.911 6.05083 152.665
13032000 26.9684 117.261 4.93591 149.165
13040000 25.8082 119.866 5.25037 150.924
13048000 27.8318 117.246 5.25634 150.334
13056000 29.1911 118.569 5.14186 152.902
13064000 24.3753 119.537 4.91683 148.829
13072000 24.2188 123.223 7.02748 154.47
13080000 24.8057 120.716 4.54887 150.071
13088000 23.8777 115.876 5.43176 145.185
13096000 23.3085 119.269 5.80834 148.386
13104000 28.5207 115.075 5.00236 148.599
13112000 28.0167 117.501 4.99492 150.513
13120000 23.9448 115.081 5.79388 144.82
13128000 25.3502 118.163 5.43847 148.952
13136000 28.1833 119.85 4.40862 152.442
13144000 24.1248 117.293 6.61364 148.032
13152000 25.0344 116.687 5.68216 147.404
13160000 26.2403 120.718 5.75328 152.712
13168000 44.4922 116.537 0.229825 161.26
13176000 50.3467 111.899 0.0894484 162.335
13184000 47.2953 118.245 0.302147 165.843
13192000 46.8607 118.059 0.324089 165.244
13200000 47.1901 120.932 0.192157 168.314
13208000 46.6308 116.52 0.427372 163.578
13216000 46.6241 116.834 0.60695 164.065
13224000 47.3928 123.698 0.599965 171.691
13232000 47.062 118.561 0.240307 165.864
13240000 42.2359 116.105 0.274579 158.615
13248000 45.4234 119.838 0.158861 165.421
13256000 44.8773 117.729 0.425784 163.032
13264000 46.5954 120.952 0.230542 167.778
13272000 47.2299 117.003 0.268101 164.501
13280000 49.8118 117.132 0.142315 167.086
13288000 48.6733 118.237 0.264373 167.174
13296000 47.7453 120.963 0.376491 169.084
13304000 42.5094 118.143 0.334178 160.986
13312000 48.7552 115.258 0.230903 164.244
13320000 47.0084 113.208 0.286799 160.503
13328000 44.4347 121.741 0.428392 166.604
13336000 47.013 120.556 0.329511 167.898
13344000 43.283 117.587 0.375865 161.246
13352000 44.5546 114.708 0.782516 160.045
13360000 46.6956 126.498 0.709081 173.903
13368000 44.4704 116.379 0.529265 161.378
13376000 46.6558 121.434 0.273032 168.363
13384000 46.6716 122.914 0.24522 169.83
13392000 45.3321 118.702 0.22183 164.256
13400000 44.8947 119.209 0.134618 164.238
13408000 43.2839 105.832 0.0583665 149.174
13416000 44.2559 115.185 0.105765 159.546
13424000 46.6278 119.707 0.473691 166.809
13432000 44.3095 112.551 0.265286 157.126
13440000 43.4194 116.302 0.231986 159.954
13448000 45.5898 118.512 0.520129 164.622
13456000 47.4058 118.229 0.425163 166.06
13464000 48.9295 122.908 0.346598 172.184
13472000 47.1755 118.921 0.103252 166.199
13480000 45.1147 117.214 0.342589 162.672
13488000 45.2262 122.246 0.18228 167.654
13496000 43.5705 116.145 0.389817 160.105
13504000 45.5646 116.864 0.196342 162.625
13512000 51.0949 118.282 0.146646 169.523
13520000 48.5334 118.302 0.327084 167.163
13528000 46.7064 116.878 0.510486 164.095
13536000 43.5239 116.7 0.383396 160.608
13544000 45.228 113.542 0.319431 159.09
13552000 49.178 116.97 0.378546 166.526
13560000 45.9476 114.063 0.316519 160.327
13568000 45.9406 123.53 0.301126 169.772
13576000 46.3673 122.149 0.301666 168.818
13584000 45.747 111.518 0.294479 157.56
13592000 45.541 114.915 0.384586 160.84
13600000 48.0326 115.363 0.584146 163.98
13608000 44.8452 114.32 0.206509 159.372
13616000 45.2099 120.6 0.304643 166.115
13624000 45.4102 117.996 0.250321 163.657
13632000 51.5023 78.2067 2.95389 132.663
13640000 47.9245 78.3325 3.48629 129.743
13648000 49.0739 79.7804 3.41513 132.269
13656000 47.8655 81.9587 3.37044 133.195
13664000 46.1538 79.0524 2.90433 128.111
13672000 50.3097 74.6383 4.19412 129.142
13680000 52.8063 80.9284 3.21284 136.948
13688000 43.8847 83.1102 4.53128 131.526
13696000 50.4485 76.3719 4.21097 131.031
13704000 52.0789 79.2854 3.61985 134.984
13712000 50.0625 78.244 3.90907 132.216
13720000 53.5558 83.2758 4.31702 141.149
13728000 49.7696 78.4757 4.25103 132.496
13736000 49.6526 78.4654 3.68824 131.806
13744000 45.2475 80.176 4.32434 129.748
13752000 46.9537 76.5417 3.72334 127.219
13760000 50.0955 77.0025 3.19767 130.296
13768000 47.3266 75.9242 3.46534 126.716
13776000 51.8224 80.6617 3.24824 135.732
13784000 48.9019 78.9112 3.36257 131.176
13792000 47.2771 78.6993 3.41729 129.394
13800000 50.4616 78.7455 3.23178 132.439
13808000 50.7616 80.8738 3.18269 134.818
13816000 47.1556 79.6814 3.10372 129.941
13824000 49.5909 75.0899 3.5689 128.25
13832000 53.0408 79.3676 2.64435 135.053
13840000 46.3003 77.5495 3.55952 127.409
13848000 42.2268 86.8627 3.81567 132.905
13856000 49.3445 75.7472 3.15022 128.242
13864000 48.5115 80.6695 3.39481 132.576
13872000 49.3987 78.3104 3.32767 131.037
13880000 46.6685 76.8967 3.20268 126.768
13888000 52.9143 78.3976 2.79953 134.111
13896000 50.1899 81.2193 2.99027 134.399
13904000 48.6121 78.5001 3.62293 130.735
13912000 53.0365 77.6696 2.80664 133.513
13920000 50.763 77.9402 3.99899 132.702
13928000 51.8282 76.891 3.86102 132.58
13936000 47.1891 76.7595 3.43859 127.387
13944000 50.7906 79.6877 3.81794 134.296
13952000 52.7445 77.5148 3.61596 133.875
13960000 46.6832 80.9408 3.31356 130.938
13968000 51.4984 82.1445 3.48144 137.124
13976000 49.2399 77.8005 3.64935 130.69
13984000 48.1934 76.299 3.27455 127.767
13992000 50.8544 77.7795 3.02707 131.661
14000000 49.5537 82.1406 3.36677 135.061
14008000 46.5383 74.1387 3.68546 124.363
14016000 43.1754 75.7483 3.52102 122.445
14024000 48.0228 77.5681 3.20706 128.798
14032000 49.17 77.051 3.66573 129.887
14040000 47.4854 78.1453 3.42291 129.054
14048000 48.1608 79.4241 3.67824 131.263
14056000 49.5371 76.1134 3.09858 128.749
14064000 45.4949 80.1829 3.49633 129.174
14072000 49.9828 79.0036 3.66898 132.655
14080000 46.7967 79.9308 2.89004 129.618
14088000 50.2769 77.2442 3.33259 130.854
14096000 51.3632 82.1924 2.9191 136.475
14104000 47.6321 79.3373 2.71769 129.687
14112000 52.198 78.5399 3.52243 134.26
14120000 52.6945 80.6322 4.84268 138.169
14128000 30.2853 56.3316 29.3814 115.998
14136000 31.9521 57.1187 30.6914 119.762
14144000 32.3635 54.8055 32.801 119.97
14152000 27.6211 57.502 32.6534 117.776
14160000 30.6941 57.7555 31.0033 119.453
14168000 32.6521 60.5551 31.6592 124.866
14176000 26.8569 59.6445 29.9812 116.483
14184000 26.662 58.6009 32.3743 117.637
14192000 32.6022 57.6375 30.7805 121.02
14200000 28.0136 55.1144 34.0214 117.149
14208000 29.0737 57.1586 35.0869 121.319
14216000 33.8498 56.877 31.4416 122.168
14224000 26.9596 55.7522 33.8697 116.582
14232000 29.6432 58.9796 31.8069 120.43
14240000 25.4878 55.4583 31.9738 112.92
14248000 29.5136 58.8202 30.4306 118.764
14256000 29.3298 57.9394 32.6361 119.905
14264000 31.3488 57.4847 31.7623 120.596
14272000 29.353 59.6708 31.8874 120.911
14280000 22.8549 52.103 28.9851 103.943
